earnings,byr,race,interval,eligible
20186.8200921,52,white,20,False
1121.76164404,50,white,49,False
26135.8272801,50,white,58,False
7836.77360427,50,white,62,False
19907.3177774,50,white,3,True
20968.9131479,50,white,8,True
22776.6844573,52,white,27,False
10434.9276228,53,nonwhite,50,False
11411.7954745,50,white,16,True
0.0,53,white,58,False
16102.1202302,53,white,22,False
6692.86004582,50,nonwhite,11,True
8184.58520874,52,nonwhite,5,True
11586.5495591,50,nonwhite,60,False
14130.4605239,52,white,50,False
0.0,52,white,16,True
34735.4507878,50,white,63,False
0.0,53,white,46,False
33765.6249337,50,white,17,True
0.0,50,nonwhite,44,False
14575.9339165,50,white,18,True
11230.5388132,50,nonwhite,68,False
0.0,53,white,16,True
23540.3427814,53,white,9,True
16720.168541,53,nonwhite,39,False
0.0,53,white,35,False
10987.0606873,50,nonwhite,50,False
25610.3939219,50,white,35,True
10584.2009623,53,white,46,False
0.0,53,nonwhite,59,False
1113.47272967,51,white,38,False
0.0,51,nonwhite,44,False
27319.0408237,53,white,43,False
197.204485201,53,nonwhite,46,False
4898.35963651,53,white,35,False
8262.69879315,50,white,13,True
31213.8962062,50,nonwhite,40,False
9501.55428961,52,nonwhite,61,False
5062.54257285,53,white,44,False
5348.32413623,50,white,39,True
0.0,52,nonwhite,24,False
0.0,52,white,30,False
21764.12816,50,white,59,False
15164.0950275,52,nonwhite,63,False
18419.121726,51,nonwhite,18,True
13026.0149761,51,white,11,True
6819.28397981,50,white,40,False
6799.56212215,53,white,60,False
0.0,52,nonwhite,46,False
11750.9135944,52,white,41,False
7045.66311979,53,white,4,True
12987.9786165,52,nonwhite,66,False
0.0,52,white,67,False
9816.21142813,50,white,43,False
19794.6138289,50,white,38,True
13647.6216725,50,white,41,False
33518.1912131,51,white,34,False
0.0,53,white,36,False
13366.1539766,50,white,60,False
17406.8328416,50,white,46,False
0.0,52,white,44,False
0.0,53,white,5,True
15515.3657002,51,white,24,True
0.0,50,nonwhite,2,True
32108.1233783,52,white,67,False
20181.3545882,52,white,49,False
26778.4995143,53,white,4,True
14139.8854911,50,white,40,False
8814.6492614,52,white,66,False
64916.9490929,53,white,41,False
0.0,51,white,67,False
20473.3265013,52,white,72,False
12777.6914639,52,white,13,True
16364.1031669,52,white,42,False
0.0,51,white,49,False
22894.9661581,51,white,13,True
15793.4873748,51,white,18,True
0.0,50,nonwhite,27,True
0.0,53,white,15,True
0.0,51,white,2,True
8339.06876821,53,white,25,False
0.0,51,white,36,False
17149.8268394,51,white,62,False
10961.5487866,52,white,36,False
8764.50020064,50,nonwhite,47,False
0.0,52,white,69,False
16803.6650138,53,white,2,True
0.0,51,white,20,True
15372.7666742,51,white,46,False
19724.9999923,53,white,35,False
57169.6734643,52,white,24,False
16054.1217574,52,white,39,False
5578.9763702,52,white,67,False
12711.5858116,53,white,40,False
27388.0484979,53,white,38,False
28368.4472817,50,white,47,False
20277.5296746,53,white,43,False
12587.7662054,52,white,27,False
14381.0161665,50,white,69,False
13390.7521302,51,white,61,False
19029.1784628,52,white,54,False
8136.56983887,53,white,47,False
13507.2973129,50,nonwhite,46,False
15675.3764485,51,white,56,False
8515.07488139,52,nonwhite,14,True
25743.6952201,51,white,6,True
4021.93735936,53,nonwhite,61,False
53398.3040804,51,white,32,False
0.0,53,white,56,False
0.0,53,white,14,True
0.0,53,nonwhite,23,False
21453.1533877,53,white,54,False
29672.7728727,52,nonwhite,20,False
11258.7877859,52,white,50,False
0.0,52,white,16,True
18413.4366984,52,white,52,False
15600.5404989,53,white,11,True
9513.84469698,53,nonwhite,30,False
18592.4412871,50,white,39,True
0.0,53,white,52,False
9368.37229416,52,white,9,True
8225.2186232,52,white,41,False
0.0,52,nonwhite,48,False
17969.8744603,51,white,23,True
10393.8192106,53,white,60,False
0.0,50,white,62,False
14086.1489429,51,white,55,False
35139.1018812,51,white,3,True
5434.12169212,50,nonwhite,65,False
21143.723041,51,nonwhite,29,False
9121.18174495,52,nonwhite,35,False
0.0,51,nonwhite,48,False
0.0,50,white,44,False
10649.0193655,53,white,62,False
18781.0664811,51,white,35,False
13465.2232139,50,nonwhite,25,True
12550.4864429,51,white,41,False
20479.9331768,53,white,7,True
5173.37288753,51,white,6,True
12198.8839756,51,white,42,False
18852.8106745,52,white,46,False
6828.63992047,51,white,5,True
15762.232777,53,white,33,False
0.0,52,white,43,False
9136.64254753,50,white,63,False
9137.29080214,51,white,67,False
0.0,50,white,2,True
19977.6577168,53,white,13,True
0.0,52,nonwhite,16,True
19492.1341369,53,white,16,True
0.0,50,white,57,False
0.0,53,white,53,False
17960.4079556,52,white,38,False
0.0,50,white,47,False
24932.5447596,52,white,40,False
29863.381736,53,nonwhite,25,False
18179.5731262,52,white,2,True
0.0,51,nonwhite,22,True
11906.5726025,53,white,27,False
6758.2571255,52,nonwhite,69,False
10457.0787232,53,white,70,False
9691.60279483,50,white,7,True
9520.89600505,53,nonwhite,5,True
18873.8010815,51,white,33,False
20211.786373,51,white,68,False
13616.8094553,53,white,16,True
16798.6701082,50,white,36,True
23089.7867014,50,white,29,True
35430.7982838,52,white,62,False
0.0,50,nonwhite,73,False
38681.8125655,52,white,42,False
9024.43092755,53,white,59,False
50869.8908973,50,white,25,True
28278.5460535,50,white,22,True
7136.90580451,51,nonwhite,24,True
0.0,52,white,41,False
16433.4513743,50,nonwhite,38,True
10973.9788426,51,white,47,False
19058.0230033,51,white,50,False
0.0,52,white,13,True
12937.4385747,52,white,9,True
0.0,52,white,66,False
12871.6493347,52,white,50,False
10379.7464918,53,white,29,False
0.0,51,white,29,False
17746.9225879,50,white,17,True
19127.3537992,51,white,65,False
11898.4922463,52,white,29,False
0.0,52,white,64,False
0.0,52,nonwhite,46,False
25739.9546039,50,nonwhite,64,False
4043.33473227,52,white,24,False
27903.4514933,52,nonwhite,5,True
12848.6969599,51,white,45,False
0.0,52,nonwhite,1,True
6757.44290891,50,nonwhite,1,True
72485.7434679,51,white,56,False
19547.9176211,51,white,71,False
10096.3633467,53,white,46,False
20659.3253265,51,white,46,False
16091.4038577,53,white,40,False
21804.2625462,53,nonwhite,8,True
7339.88550785,50,nonwhite,45,False
668.511299947,50,white,53,False
9137.44314007,53,white,29,False
11009.7465884,53,white,67,False
7284.59225955,53,nonwhite,66,False
17110.5228168,51,white,12,True
0.0,50,white,29,True
10643.4391432,53,white,32,False
14571.0012423,51,white,14,True
23658.3084123,52,white,45,False
6825.61326459,51,white,22,True
21236.4645301,51,white,26,False
9140.42279878,53,white,30,False
25789.5552911,50,white,28,True
16981.0993302,52,white,13,True
15527.7372944,51,nonwhite,18,True
8463.76979905,51,white,10,True
15425.6623107,50,white,9,True
13981.7142992,52,white,38,False
8147.97468784,52,white,31,False
16368.0765659,51,nonwhite,5,True
16268.2734472,51,white,33,False
0.0,53,white,48,False
23234.4054756,50,white,25,True
29226.897946,50,white,47,False
16044.9889739,52,white,46,False
0.0,50,white,10,True
7414.98894011,50,nonwhite,15,True
0.0,51,nonwhite,70,False
14890.0374388,52,white,25,False
6050.05966887,51,white,20,True
17037.8130742,53,white,19,True
24610.6635065,53,white,8,True
12256.7208939,53,white,13,True
0.0,53,white,53,False
0.0,50,white,70,False
17679.2942555,52,white,62,False
11387.1089232,50,white,61,False
0.0,52,nonwhite,41,False
19864.8415896,51,white,34,False
22049.8620973,52,white,26,False
0.0,50,white,52,False
0.0,52,white,47,False
19142.5509187,52,white,53,False
21758.6533768,52,white,56,False
0.0,50,white,50,False
17997.1424792,52,nonwhite,44,False
13728.2882005,53,white,1,True
7703.21818958,52,nonwhite,66,False
16334.5217775,52,white,69,False
13043.2129081,52,nonwhite,53,False
15425.9542108,51,white,18,True
22122.837022,53,nonwhite,8,True
17332.9774667,52,white,55,False
16280.1642545,50,nonwhite,37,True
29432.7363035,50,white,22,True
7532.23016921,53,nonwhite,52,False
22747.5960157,51,nonwhite,34,False
13667.0072219,50,nonwhite,25,True
18929.0727169,50,white,7,True
11651.357652,50,nonwhite,73,False
0.0,52,white,14,True
14911.8456956,53,white,19,True
8436.13635322,51,nonwhite,31,False
24537.4346822,51,nonwhite,1,True
126821.674017,52,white,72,False
6705.65279597,52,white,61,False
8012.59718288,51,white,42,False
0.0,53,nonwhite,4,True
11984.6600478,52,white,38,False
0.0,53,white,6,True
30556.6593523,53,nonwhite,57,False
27352.2084713,50,white,22,True
12334.5834219,52,white,58,False
13089.9113362,50,white,30,True
8861.43250283,51,white,13,True
17520.2534819,52,white,7,True
0.0,50,white,13,True
14512.4524479,51,white,60,False
15193.8294797,53,white,46,False
21979.6650542,53,white,58,False
23163.9434503,51,white,73,False
31378.6485147,51,white,6,True
11568.1436044,51,white,30,False
0.0,50,nonwhite,27,True
15954.2482761,50,white,39,True
199759.87483,51,white,35,False
12195.6471854,52,white,46,False
38516.9673157,50,nonwhite,42,False
0.0,51,white,41,False
0.0,53,white,39,False
34821.5925059,50,nonwhite,5,True
27726.3783753,51,white,7,True
0.0,53,nonwhite,73,False
25928.0211022,53,nonwhite,30,False
23778.7454055,51,white,25,True
11985.7411133,51,white,73,False
13507.7888376,50,nonwhite,55,False
0.0,50,white,72,False
0.0,53,nonwhite,16,True
8572.43666556,52,white,36,False
35787.1766868,53,white,19,True
21338.1876941,53,white,42,False
16910.7769622,53,white,50,False
0.0,53,white,72,False
33509.5347051,50,white,34,True
53535.9385228,50,white,43,False
0.0,52,white,33,False
21174.2089172,51,white,47,False
15779.3638572,51,white,67,False
17904.688097,51,white,3,True
21099.2800292,53,white,71,False
0.0,53,nonwhite,37,False
0.0,53,nonwhite,49,False
0.0,50,white,11,True
12438.5126357,51,white,59,False
8026.29492075,50,nonwhite,39,True
11022.139577,52,nonwhite,46,False
0.0,53,nonwhite,33,False
16054.9923714,53,white,63,False
25925.5530758,50,white,7,True
18461.0819442,53,white,56,False
16839.6974612,50,nonwhite,45,False
0.0,50,white,30,True
5252.16262076,51,white,47,False
13428.9786868,53,white,33,False
270447.105722,52,nonwhite,43,False
0.0,50,white,18,True
0.0,51,white,4,True
20434.261173,52,white,71,False
16858.6937779,52,nonwhite,26,False
26369.8422443,52,white,60,False
18557.0366168,52,white,30,False
11075.7505616,51,white,58,False
5120.4913827,53,white,23,False
16937.0206325,50,white,49,False
0.0,50,nonwhite,42,False
19818.4223076,51,white,25,True
12453.2592011,52,white,10,True
0.0,53,white,24,False
21399.4823767,52,white,38,False
11446.7816559,53,white,16,True
20463.1938986,53,white,15,True
0.0,52,white,60,False
19598.8849976,52,white,3,True
15526.1399446,50,nonwhite,55,False
0.0,51,nonwhite,22,True
0.0,50,nonwhite,30,True
22400.752872,53,white,23,False
17939.6608148,52,white,5,True
0.0,51,nonwhite,51,False
0.0,53,white,35,False
14505.4099859,53,white,16,True
38596.4752823,51,white,4,True
15398.0136583,53,white,51,False
26202.8497752,51,white,10,True
10945.9252853,50,white,37,True
25478.4671145,52,white,64,False
13715.52752,51,white,16,True
14279.0201589,53,white,43,False
13446.6366004,51,white,36,False
13388.2324917,53,nonwhite,43,False
11742.0276008,52,white,11,True
0.0,53,white,21,False
7402.61413815,53,white,69,False
14121.2829813,52,white,66,False
22876.8423331,51,white,64,False
10899.4805141,52,nonwhite,58,False
17449.3488747,51,white,36,False
0.0,52,white,34,False
9561.57519994,50,white,11,True
0.0,53,white,52,False
11920.9447779,50,nonwhite,43,False
0.0,51,white,69,False
13835.7988995,53,white,21,False
0.0,52,white,10,True
0.0,51,nonwhite,56,False
25864.2708998,52,white,64,False
7060.34814328,52,white,46,False
18960.603794,53,white,3,True
17456.9443207,51,white,1,True
19031.1944592,51,nonwhite,15,True
0.0,51,white,41,False
22576.5200799,53,white,59,False
16134.0778563,50,white,32,True
7852.32388216,51,white,30,False
21444.0465994,52,white,33,False
10553.2665695,53,nonwhite,34,False
7481.68128362,52,white,62,False
8999.14321657,52,nonwhite,32,False
0.0,51,white,13,True
0.0,53,nonwhite,34,False
14271.5177756,52,white,12,True
12361.7018568,51,white,8,True
13953.6992311,52,nonwhite,14,True
14244.2786022,50,white,1,True
0.0,53,white,56,False
18097.2524364,52,white,56,False
14803.8700681,53,white,51,False
12692.4306901,52,white,19,True
16965.9628894,51,white,28,False
10941.2430412,52,white,39,False
9858.86108373,51,white,73,False
56538.8192515,51,white,56,False
0.0,51,white,40,False
0.0,52,nonwhite,3,True
7791.50966811,52,white,67,False
0.0,51,nonwhite,35,False
0.0,51,white,67,False
4776.10764038,52,white,52,False
6197.99963354,51,nonwhite,5,True
19897.5342742,50,white,14,True
10486.6613543,52,white,73,False
7933.42916645,53,white,9,True
7827.94913166,53,white,34,False
16666.4515874,50,white,37,True
8422.73384279,51,white,73,False
11496.5404499,53,white,60,False
11794.4017387,52,white,16,True
11381.9209621,52,white,7,True
0.0,53,white,62,False
10277.0917709,53,white,35,False
12740.0695404,50,white,29,True
9108.71407634,52,white,53,False
18936.5587488,51,nonwhite,38,False
26182.4505078,52,white,48,False
14447.5493662,51,nonwhite,13,True
12108.1119348,51,white,10,True
10167.1105251,53,white,64,False
20353.1444297,51,white,29,False
10029.595007,50,white,34,True
0.0,50,nonwhite,23,True
23574.2797436,52,nonwhite,21,False
22573.4818856,52,white,45,False
31504.4421537,53,nonwhite,44,False
22308.2765178,53,nonwhite,10,True
21862.9081626,53,white,28,False
12050.4839416,52,nonwhite,17,True
18986.4890847,50,white,71,False
9586.77347746,53,white,16,True
10086.5449627,52,white,9,True
68126.6177524,53,white,49,False
10817.3264353,53,white,53,False
0.0,53,white,8,True
0.0,53,nonwhite,14,True
19996.5324204,52,white,8,True
0.0,51,white,44,False
16534.9430997,53,white,19,True
7273.16325116,50,white,21,True
12417.8457068,50,white,57,False
6854.46403869,50,white,4,True
8184.41915607,50,white,52,False
19132.622908,53,white,49,False
0.0,51,nonwhite,73,False
22023.3694284,51,white,9,True
0.0,50,nonwhite,43,False
14296.0629333,50,white,22,True
6081.96589089,51,white,71,False
18958.445256,50,white,18,True
10357.3222135,53,white,70,False
8166.78442231,52,white,70,False
20917.6592036,53,white,4,True
7557.31536336,52,nonwhite,61,False
5369.95079785,50,nonwhite,16,True
23780.4850077,53,white,9,True
18180.7683396,52,white,71,False
16054.938942,52,nonwhite,53,False
10291.8150868,51,white,10,True
15043.9266015,52,white,39,False
9088.94315853,53,white,67,False
11092.9594365,51,white,39,False
0.0,51,nonwhite,36,False
7286.16166018,51,white,15,True
11931.8533122,51,white,2,True
12657.1645081,53,white,72,False
0.0,53,nonwhite,5,True
10889.6326563,52,white,51,False
23997.6126704,50,white,73,False
19554.9214805,53,white,25,False
19178.8707057,52,white,4,True
10435.7590308,53,nonwhite,73,False
12610.6960366,53,white,34,False
16778.6737449,50,white,69,False
13600.4412793,50,white,8,True
13815.6107931,50,white,14,True
38963.7435195,50,white,29,True
15709.2251408,53,white,6,True
0.0,52,white,21,False
16452.7624941,50,white,70,False
14391.4039967,52,white,7,True
9370.48299522,52,nonwhite,73,False
21972.4657732,50,white,31,True
17205.0849484,50,white,19,True
11174.9166872,53,nonwhite,65,False
4964.90709357,53,white,61,False
10165.1010329,52,white,69,False
21205.4890925,50,white,48,False
0.0,52,white,8,True
0.0,52,white,1,True
8215.51691701,52,nonwhite,58,False
10635.6240928,50,white,57,False
15525.3555925,50,white,3,True
31229.5051203,50,white,54,False
20056.3580838,51,white,35,False
0.0,52,white,53,False
27188.4261003,51,white,72,False
0.0,52,nonwhite,27,False
12303.0223405,52,white,49,False
0.0,51,nonwhite,38,False
9418.52612419,51,white,4,True
0.0,51,white,9,True
26321.6010833,53,white,64,False
18657.0169948,53,white,29,False
13020.953299,53,nonwhite,58,False
0.0,51,nonwhite,34,False
0.0,53,nonwhite,49,False
13535.2726088,52,white,19,True
17584.4933503,51,white,64,False
10603.2581066,51,nonwhite,68,False
97853.6483527,53,white,47,False
21421.0158921,50,white,62,False
14195.1025469,51,nonwhite,66,False
0.0,53,white,37,False
0.0,50,white,38,True
9393.28223057,53,white,38,False
0.0,51,nonwhite,64,False
24454.4556384,53,white,9,True
0.0,51,nonwhite,45,False
11890.6539777,52,nonwhite,49,False
11815.8506929,50,white,55,False
7718.29094866,53,white,32,False
0.0,51,nonwhite,13,True
8040.68889288,51,nonwhite,3,True
40523.5538155,51,white,67,False
11023.0863461,51,white,55,False
16316.9216824,52,nonwhite,45,False
24713.4390139,52,white,33,False
0.0,52,white,67,False
10367.4701386,53,white,58,False
10287.0739843,53,white,4,True
19745.0157226,53,white,10,True
88496.7770454,51,white,9,True
19514.8293816,52,white,3,True
0.0,50,white,47,False
5909.80072146,50,white,34,True
0.0,51,white,17,True
5164.7030467,51,white,47,False
6339.19691777,53,nonwhite,42,False
10769.3606282,53,white,65,False
11613.1503302,50,white,54,False
0.0,50,white,21,True
7495.06277319,52,nonwhite,68,False
20440.96987,50,white,55,False
6550.64252746,53,white,59,False
4538.17572759,50,nonwhite,36,True
12212.4720173,50,white,27,True
11102.2146199,52,nonwhite,42,False
10553.3289927,53,white,33,False
9695.98657225,52,white,73,False
0.0,52,white,29,False
0.0,50,white,59,False
10974.0135055,52,nonwhite,72,False
6605.10649885,53,nonwhite,15,True
0.0,51,white,17,True
18443.3684934,52,white,36,False
13542.6202131,51,white,12,True
31614.2752805,52,white,51,False
9981.75233739,52,white,24,False
16608.0887175,50,white,21,True
0.0,51,white,63,False
3915.31753989,50,nonwhite,24,True
17432.5168096,52,white,18,True
0.0,53,nonwhite,11,True
12669.2479698,52,white,27,False
20137.2626257,52,white,31,False
0.0,50,nonwhite,10,True
25719.4770804,50,white,40,False
15298.0672354,51,nonwhite,63,False
0.0,50,nonwhite,21,True
20715.5883908,52,white,48,False
20734.9148872,53,white,10,True
9338.1847908,50,nonwhite,61,False
11079.9475058,52,nonwhite,26,False
22203.9366795,50,white,46,False
11196.0633894,53,white,5,True
0.0,50,nonwhite,53,False
0.0,51,nonwhite,48,False
11517.2843913,50,white,2,True
13569.0137463,52,white,10,True
20324.9328717,53,nonwhite,25,False
28227.1452724,52,white,54,False
0.0,52,white,30,False
4580.37345689,53,nonwhite,49,False
13412.5659556,50,nonwhite,13,True
0.0,53,white,37,False
0.0,50,white,14,True
12580.6190143,52,white,37,False
15027.5241572,53,white,56,False
0.0,51,white,3,True
19588.7726064,52,white,4,True
14581.109387,50,white,34,True
18114.2222264,51,white,11,True
11870.1815228,51,nonwhite,10,True
9539.50300302,50,white,70,False
8687.24617615,52,white,65,False
13415.468764,53,white,40,False
21101.6312768,52,white,52,False
11806.5018191,51,nonwhite,7,True
16344.5832247,52,nonwhite,70,False
35290.0145739,51,white,55,False
12303.2372952,51,white,49,False
24295.8598756,51,nonwhite,24,True
0.0,52,nonwhite,10,True
0.0,53,nonwhite,12,True
20563.7787875,53,white,26,False
0.0,50,white,61,False
11743.1608086,50,nonwhite,57,False
33432.7918094,53,white,59,False
17281.2788635,51,nonwhite,61,False
5106.88356494,50,white,68,False
19626.931494,50,white,65,False
10242.6017845,53,white,55,False
8586.64324391,50,nonwhite,3,True
12962.9369032,53,white,70,False
0.0,50,nonwhite,16,True
0.0,52,nonwhite,46,False
15572.8154058,52,white,33,False
0.0,52,white,33,False
19348.7579291,50,white,18,True
11864.7206957,52,white,34,False
0.0,52,white,61,False
21065.5593673,52,white,49,False
0.0,50,white,72,False
24589.2740244,51,nonwhite,72,False
13519.1613284,51,nonwhite,45,False
0.0,50,nonwhite,9,True
0.0,53,white,1,True
0.0,50,white,48,False
28954.7564577,51,white,65,False
6813.99414865,52,white,53,False
8231.06100669,52,white,48,False
0.0,52,white,49,False
12.4584549087,53,nonwhite,17,True
0.0,51,nonwhite,39,False
9646.31706955,52,white,16,True
12078.8469163,50,nonwhite,64,False
5725.50126658,53,white,21,False
0.0,51,white,62,False
19897.6190782,52,white,46,False
17282.2031799,52,nonwhite,67,False
0.0,53,white,40,False
27810.7649323,52,white,24,False
0.0,53,white,51,False
9777.89326333,52,white,66,False
12279.7052122,51,white,70,False
5632.12800232,51,white,5,True
12751.3016727,50,white,5,True
18399.8710681,53,white,50,False
9570.74036826,52,white,11,True
0.0,52,white,5,True
16355.9200557,51,white,67,False
8204.8864029,52,nonwhite,40,False
20612.9971557,53,nonwhite,64,False
41664.1075416,50,nonwhite,58,False
7183.7342859,51,white,24,True
15288.5805828,50,white,11,True
16430.3491491,52,nonwhite,58,False
0.0,52,white,27,False
10152.5484168,51,white,23,True
23919.0487066,52,white,65,False
0.0,52,white,2,True
26626.8788757,52,white,3,True
6472.84782373,51,nonwhite,17,True
0.0,51,white,59,False
14094.177834,51,white,12,True
0.0,50,white,73,False
19546.7381734,53,white,41,False
0.0,50,white,3,True
19123.1811566,52,white,44,False
0.0,53,white,42,False
20934.8266768,50,white,56,False
14685.6883863,53,nonwhite,46,False
14050.6055399,53,white,4,True
9408.63823771,50,nonwhite,13,True
0.0,53,nonwhite,64,False
14459.6810814,50,white,32,True
12953.3271045,52,white,18,True
10945.4570643,53,white,11,True
14863.2027072,53,white,48,False
18798.1683813,51,white,9,True
0.0,51,white,6,True
11552.7150521,50,white,35,True
22656.8615406,53,white,33,False
21106.0675021,53,white,50,False
3505.4412253,50,white,58,False
59113.8726307,52,white,71,False
8552.42086068,50,white,3,True
0.0,52,white,17,True
0.0,53,white,37,False
15683.9597081,50,white,51,False
0.0,52,white,13,True
16608.9514885,53,white,15,True
10070.9770787,52,white,20,False
6871.97826864,50,nonwhite,13,True
0.0,50,white,9,True
9382.80080938,52,white,49,False
12070.1515242,50,nonwhite,70,False
18474.9207167,52,white,66,False
0.0,53,nonwhite,27,False
8816.71667426,51,white,61,False
0.0,52,nonwhite,24,False
0.0,53,white,23,False
12685.0505835,53,white,23,False
9519.43989221,51,nonwhite,67,False
10894.7796711,51,white,22,True
0.0,50,white,28,True
2660.35648168,53,white,66,False
313432.945748,51,white,20,True
9551.29115753,53,white,60,False
18543.8719303,51,white,57,False
0.0,53,nonwhite,57,False
10195.3141605,52,white,9,True
5310.02738577,51,white,15,True
31423.7275533,50,white,52,False
0.0,50,nonwhite,13,True
15526.6606106,52,white,73,False
10706.572126,52,white,60,False
23215.0168937,51,nonwhite,70,False
12165.1058371,51,white,59,False
90202.2264342,52,white,64,False
26849.0414658,51,white,27,False
1873.04035695,50,white,57,False
0.0,53,nonwhite,67,False
7539.60475183,53,white,16,True
5888.14519263,51,nonwhite,49,False
0.0,52,white,27,False
14084.0673423,50,white,6,True
11206.2032428,52,white,33,False
12750.5969553,50,white,49,False
2125.05844689,53,nonwhite,11,True
22878.9765483,51,white,63,False
4751.3069386,53,white,42,False
31420.1222314,53,white,27,False
0.0,51,white,21,True
21225.0607145,53,nonwhite,50,False
0.0,51,white,57,False
13220.4824052,53,white,25,False
0.0,53,white,57,False
17685.0102217,52,white,53,False
19484.6184318,52,white,5,True
0.0,52,white,47,False
12732.3112983,51,nonwhite,4,True
13166.6885077,52,nonwhite,1,True
0.0,52,nonwhite,56,False
6316.7266981,50,nonwhite,10,True
0.0,52,white,7,True
15730.4586677,51,white,29,False
14080.5070359,53,white,6,True
14174.1108136,51,white,21,True
14986.6833973,50,white,2,True
30653.8900562,53,white,38,False
15062.1311556,50,white,66,False
18609.8143652,51,nonwhite,41,False
9549.77403133,52,white,59,False
7912.8421393,53,white,50,False
20573.5420092,51,white,68,False
0.0,50,white,45,False
14594.5368496,53,white,19,True
0.0,52,white,42,False
8720.01220562,53,white,38,False
9956.07917413,53,white,65,False
16121.0320251,52,nonwhite,20,False
15485.8166434,52,white,34,False
24421.319453,53,white,7,True
26576.5006007,50,white,28,True
0.0,51,white,28,False
5513.60530305,53,nonwhite,38,False
0.0,50,white,53,False
6399.300701,50,white,17,True
0.0,51,nonwhite,9,True
8814.75153757,52,white,60,False
11891.7803285,53,nonwhite,4,True
0.0,52,white,2,True
8835.4407765,50,white,21,True
26696.4652624,53,nonwhite,1,True
0.0,52,nonwhite,59,False
15418.6601567,51,white,48,False
0.0,52,white,67,False
9673.4967868,51,white,9,True
17193.6554402,51,white,20,True
26846.7829212,50,white,28,True
14835.550856,51,white,69,False
32005.5442446,51,white,27,False
0.0,50,nonwhite,31,True
5473.84793029,51,white,72,False
25284.6158768,50,white,11,True
18426.9553521,50,white,40,False
23634.5016836,50,white,64,False
12473.8084385,53,nonwhite,23,False
9049.34765473,52,white,72,False
0.0,52,white,50,False
0.0,50,nonwhite,66,False
0.0,50,nonwhite,28,True
26758.7819902,52,white,57,False
7221.45227649,53,white,39,False
0.0,52,white,37,False
10066.7028815,53,nonwhite,51,False
0.0,53,white,67,False
10928.2365403,52,nonwhite,16,True
8271.57239613,50,white,47,False
0.0,53,white,19,True
16989.5446297,50,white,36,True
0.0,50,nonwhite,22,True
0.0,52,white,47,False
6746.72736702,53,nonwhite,55,False
17142.1061008,51,white,21,True
25016.0980799,52,white,64,False
0.0,53,white,41,False
13156.6524908,52,white,46,False
339.45526889,50,white,44,False
18782.5504619,52,white,59,False
17998.1588616,50,white,54,False
12231.2594418,53,nonwhite,23,False
9933.33405336,53,nonwhite,49,False
0.0,53,white,41,False
19820.7718402,53,white,52,False
0.0,52,white,15,True
47468.7715571,51,white,38,False
66316.8297745,53,white,55,False
7461.99678847,50,nonwhite,64,False
149496.565897,52,white,54,False
6845.27183314,51,white,4,True
15099.1102822,52,white,31,False
11207.4054205,50,white,57,False
21448.6816443,53,white,71,False
11693.150293,50,white,54,False
0.0,51,white,59,False
12069.5830561,53,white,45,False
19996.8546389,51,white,39,False
0.0,52,nonwhite,46,False
0.0,50,white,50,False
9145.44513241,52,white,63,False
8276.49748834,52,white,13,True
23954.7032085,52,white,30,False
15438.1918707,52,white,46,False
23419.3181019,53,white,28,False
4711.17405068,52,white,68,False
23237.2498418,51,white,15,True
11935.7453937,50,nonwhite,37,True
11987.2847337,53,white,29,False
24717.2966427,51,white,57,False
0.0,52,nonwhite,53,False
0.0,50,nonwhite,5,True
17195.5054983,52,white,71,False
0.0,53,white,14,True
11829.5143786,51,white,47,False
11385.3177278,51,white,8,True
11495.5297355,51,white,13,True
22733.2679375,53,nonwhite,46,False
30563.8847373,50,nonwhite,36,True
11949.3679607,51,white,51,False
11517.4242981,52,nonwhite,25,False
22738.5064789,53,white,72,False
11002.3564907,50,white,64,False
0.0,50,white,38,True
0.0,50,white,1,True
12549.3122184,53,nonwhite,68,False
20095.934131,50,white,36,True
17192.1045198,51,white,44,False
5392.0612687,52,white,61,False
0.0,51,white,73,False
0.0,50,white,19,True
8154.24646304,53,white,2,True
26195.8789403,50,white,39,True
0.0,50,white,11,True
9573.95414782,50,white,33,True
0.0,50,nonwhite,32,True
2218.05384689,51,white,49,False
0.0,53,white,69,False
0.0,51,white,57,False
0.0,51,white,27,False
8229.61657817,53,white,10,True
28440.3286062,50,white,14,True
16989.6778644,52,white,20,False
10432.6945383,50,white,23,True
12830.4996153,50,white,44,False
11922.7489368,51,nonwhite,18,True
0.0,52,white,70,False
6376.45562325,52,nonwhite,50,False
0.0,53,white,62,False
16813.1746778,51,white,60,False
13379.8891169,52,white,29,False
17766.1937985,53,white,16,True
6064.57682908,53,white,14,True
11139.5407696,51,white,1,True
0.0,51,nonwhite,44,False
11193.2077419,50,white,42,False
0.0,51,white,25,True
15479.8460468,50,nonwhite,1,True
10186.1026594,50,white,69,False
0.0,50,nonwhite,17,True
32174.0400682,53,white,61,False
40597.178408,52,nonwhite,23,False
2279.14062069,52,nonwhite,17,True
0.0,51,white,3,True
17060.3770158,51,white,66,False
15061.424844,50,white,13,True
29777.1113848,51,white,29,False
10621.2150855,51,white,47,False
71948.0051128,52,nonwhite,62,False
0.0,50,nonwhite,10,True
15877.3137953,53,nonwhite,1,True
0.0,53,nonwhite,64,False
27372.3167991,53,nonwhite,4,True
6817.11438705,53,white,52,False
8225.9261922,51,white,37,False
